epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1617.78,1.03379,1.14104,1.06583,0.58927,0.54594,0.53848,0.34493,1.20213,1.46962,1.22943,0.000801011,0.000801011,0.000801011
14,1742.55,1.04561,1.1009,1.05335,0.60939,0.49084,0.51013,0.32663,1.28003,1.52703,1.24439,0.000792012,0.000792012,0.000792012
15,1865.75,0.99359,1.04445,1.03005,0.62279,0.54932,0.5535,0.37452,1.18092,1.50627,1.20336,0.000783013,0.000783013,0.000783013
16,1989.62,0.98768,1.03588,1.03159,0.6341,0.58372,0.59878,0.38229,1.20301,1.35448,1.21704,0.000774013,0.000774013,0.000774013
17,2114.59,0.9969,1.02642,1.03084,0.65544,0.51988,0.55208,0.36224,1.24055,1.43848,1.23215,0.000765014,0.000765014,0.000765014
18,2238.38,0.97518,1.00132,1.02914,0.60243,0.54445,0.55293,0.35933,1.22509,1.44642,1.23851,0.000756015,0.000756015,0.000756015
19,2362.89,0.98083,0.99222,1.02164,0.59845,0.56391,0.56745,0.38659,1.19058,1.38554,1.19658,0.000747016,0.000747016,0.000747016
20,2486.25,0.96032,0.96258,1.01671,0.66057,0.48593,0.55392,0.37699,1.19897,1.38722,1.1881,0.000738017,0.000738017,0.000738017
21,2610.52,0.94891,0.94278,1.01326,0.68177,0.55203,0.5975,0.40594,1.17742,1.32019,1.19103,0.000729018,0.000729018,0.000729018
22,2733.19,0.9259,0.93048,1.00835,0.71266,0.57943,0.61662,0.41808,1.17444,1.28926,1.18156,0.000720019,0.000720019,0.000720019
23,2855.96,0.94244,0.91965,1.0084,0.65126,0.54561,0.58651,0.38733,1.21747,1.38822,1.21069,0.00071102,0.00071102,0.00071102
24,2980.1,0.92645,0.90198,1.00342,0.64564,0.46944,0.51984,0.35036,1.17795,1.49418,1.19391,0.000702021,0.000702021,0.000702021
25,3104.49,0.93515,0.90899,1.00501,0.70681,0.51411,0.59997,0.40185,1.15569,1.2874,1.18801,0.000693022,0.000693022,0.000693022
26,3228.38,0.90912,0.88276,0.99799,0.72362,0.5017,0.60257,0.39505,1.21734,1.27321,1.21245,0.000684022,0.000684022,0.000684022
27,3352.47,0.91304,0.86329,0.99251,0.68247,0.57136,0.63303,0.42178,1.14949,1.24609,1.1742,0.000675023,0.000675023,0.000675023
28,3476.62,0.92788,0.86927,0.99294,0.74726,0.51539,0.62176,0.41934,1.12902,1.20157,1.17611,0.000666024,0.000666024,0.000666024
29,3599.92,0.90186,0.87,0.99001,0.60301,0.57756,0.60332,0.40188,1.13266,1.25704,1.16654,0.000657025,0.000657025,0.000657025
30,3723.75,0.8871,0.8594,0.98906,0.67791,0.57197,0.60909,0.4225,1.15394,1.28798,1.16832,0.000648026,0.000648026,0.000648026
31,3848.53,0.8777,0.84609,0.98113,0.68815,0.52672,0.59542,0.40213,1.13919,1.28584,1.17954,0.000639027,0.000639027,0.000639027
32,3972.45,0.85854,0.80622,0.97144,0.66204,0.60043,0.64057,0.43038,1.14375,1.28782,1.17799,0.000630028,0.000630028,0.000630028
33,4096.09,0.86153,0.80305,0.97554,0.66005,0.62314,0.64579,0.44604,1.15973,1.26598,1.16766,0.000621029,0.000621029,0.000621029
34,4219.88,0.86546,0.80053,0.97443,0.64888,0.62029,0.63749,0.43259,1.10718,1.18282,1.12264,0.00061203,0.00061203,0.00061203
35,4343.19,0.85308,0.79185,0.96949,0.65628,0.61789,0.64828,0.42904,1.1461,1.25049,1.16133,0.000603031,0.000603031,0.000603031
36,4468.05,0.85932,0.77583,0.9632,0.63852,0.67997,0.64212,0.43062,1.13673,1.17612,1.15669,0.000594031,0.000594031,0.000594031
37,4592.48,0.84889,0.78649,0.96498,0.71374,0.57862,0.62881,0.43669,1.1032,1.18077,1.15272,0.000585032,0.000585032,0.000585032
38,4716.27,0.85665,0.7701,0.96955,0.74564,0.55708,0.62866,0.43008,1.12825,1.26126,1.15029,0.000576033,0.000576033,0.000576033
39,4839.12,0.84261,0.75087,0.9647,0.71838,0.6412,0.65001,0.44471,1.10149,1.19752,1.14051,0.000567034,0.000567034,0.000567034
40,4963.24,0.8422,0.74741,0.95708,0.67898,0.58305,0.64208,0.45492,1.08764,1.25037,1.13961,0.000558035,0.000558035,0.000558035
41,5086.61,0.83256,0.74758,0.96002,0.76552,0.58846,0.6625,0.45841,1.13542,1.13881,1.15846,0.000549036,0.000549036,0.000549036
42,5210.95,0.83412,0.725,0.95504,0.68914,0.61763,0.63691,0.43015,1.14557,1.23451,1.16729,0.000540037,0.000540037,0.000540037
43,5334.5,0.82845,0.73137,0.96066,0.728,0.55091,0.64333,0.44129,1.16036,1.22519,1.18407,0.000531038,0.000531038,0.000531038
44,5458.51,0.82427,0.72744,0.95562,0.75449,0.60253,0.66436,0.45503,1.09799,1.21263,1.14496,0.000522039,0.000522039,0.000522039
45,5582.85,0.82946,0.72709,0.95518,0.74791,0.57958,0.63402,0.45189,1.06977,1.20553,1.13431,0.00051304,0.00051304,0.00051304
46,5707.71,0.82279,0.7173,0.94979,0.74299,0.58308,0.66843,0.47113,1.09939,1.11371,1.12816,0.00050404,0.00050404,0.00050404
47,5831.85,0.80183,0.69004,0.94662,0.7704,0.61276,0.68041,0.45641,1.08897,1.11838,1.13212,0.000495041,0.000495041,0.000495041
48,5956.4,0.7915,0.68769,0.93785,0.7171,0.58494,0.65076,0.44939,1.1387,1.17638,1.16416,0.000486042,0.000486042,0.000486042
49,6080.62,0.81719,0.70184,0.94754,0.75882,0.57423,0.64979,0.44574,1.07824,1.16383,1.12885,0.000477043,0.000477043,0.000477043
50,6205.15,0.79986,0.6977,0.94911,0.6449,0.6609,0.66953,0.45763,1.07981,1.10252,1.13206,0.000468044,0.000468044,0.000468044
51,6330.16,0.78565,0.67849,0.9405,0.75365,0.57319,0.63883,0.44983,1.08401,1.21505,1.12542,0.000459045,0.000459045,0.000459045
52,6454.54,0.79203,0.66756,0.93711,0.69528,0.67181,0.68012,0.46212,1.09248,1.09557,1.14007,0.000450046,0.000450046,0.000450046
53,6578.41,0.79468,0.68803,0.94677,0.79688,0.60594,0.66745,0.46475,1.08535,1.14267,1.14047,0.000441047,0.000441047,0.000441047
54,6702.87,0.77977,0.67807,0.93387,0.73369,0.56526,0.65851,0.45733,1.09302,1.12965,1.1499,0.000432048,0.000432048,0.000432048
55,6828.03,0.77591,0.6559,0.93274,0.71507,0.60255,0.67393,0.46687,1.09454,1.14385,1.13789,0.000423049,0.000423049,0.000423049
56,6952.3,0.75706,0.6541,0.93405,0.80234,0.58388,0.68451,0.47598,1.09318,1.07547,1.15041,0.000414049,0.000414049,0.000414049
57,7076.48,0.77861,0.65966,0.93207,0.79011,0.59599,0.70909,0.49553,1.05959,1.07163,1.13433,0.00040505,0.00040505,0.00040505
58,7200.69,0.77862,0.65669,0.93397,0.72117,0.62006,0.67813,0.46776,1.04116,1.11787,1.1221,0.000396051,0.000396051,0.000396051
59,7325.21,0.75815,0.63246,0.92895,0.69979,0.61924,0.66169,0.45391,1.07255,1.16116,1.13189,0.000387052,0.000387052,0.000387052
60,7448.76,0.75664,0.63454,0.93123,0.75585,0.58422,0.65671,0.46307,1.06855,1.15502,1.13882,0.000378053,0.000378053,0.000378053
61,7572.49,0.75179,0.63712,0.92899,0.69035,0.59014,0.6609,0.46628,1.0524,1.23397,1.13136,0.000369054,0.000369054,0.000369054
62,7696.91,0.75039,0.62389,0.92275,0.73728,0.63558,0.6809,0.47693,1.04748,1.13026,1.11801,0.000360055,0.000360055,0.000360055
63,7821.27,0.75111,0.62954,0.92566,0.77795,0.5946,0.67509,0.48278,1.04593,1.0745,1.1076,0.000351056,0.000351056,0.000351056
64,7945.98,0.73824,0.61382,0.91873,0.68945,0.67339,0.67861,0.48356,1.04419,1.06726,1.10863,0.000342057,0.000342057,0.000342057
65,8069.69,0.74324,0.61758,0.9194,0.76961,0.58593,0.64446,0.45924,1.06809,1.21588,1.1142,0.000333058,0.000333058,0.000333058
66,8194.29,0.73027,0.61081,0.91914,0.78075,0.54221,0.61086,0.43928,1.04919,1.26366,1.10408,0.000324058,0.000324058,0.000324058
67,8318.09,0.73178,0.60959,0.91935,0.6041,0.66071,0.64286,0.45894,1.05319,1.16867,1.13245,0.000315059,0.000315059,0.000315059
68,8443.11,0.73879,0.60615,0.91529,0.70031,0.59566,0.65427,0.46741,1.04789,1.16442,1.11483,0.00030606,0.00030606,0.00030606
69,8567.12,0.73139,0.59949,0.92184,0.79714,0.60413,0.68072,0.47543,1.06395,1.13588,1.12094,0.000297061,0.000297061,0.000297061
70,8690.75,0.73717,0.60109,0.91973,0.62319,0.69225,0.66954,0.46857,1.05715,1.07126,1.12906,0.000288062,0.000288062,0.000288062
71,8815.47,0.73119,0.59482,0.9201,0.7723,0.58895,0.67544,0.47145,1.0838,1.0743,1.13526,0.000279063,0.000279063,0.000279063
72,8940.21,0.71211,0.58878,0.91571,0.73655,0.66945,0.71661,0.49776,1.03174,1.00916,1.10155,0.000270064,0.000270064,0.000270064
73,9065.73,0.72278,0.59186,0.9168,0.82965,0.599,0.71292,0.49353,1.04304,1.05344,1.11368,0.000261065,0.000261065,0.000261065
74,9190.54,0.72301,0.58388,0.9174,0.7953,0.58171,0.67431,0.48658,1.03389,1.0687,1.11418,0.000252066,0.000252066,0.000252066
75,9314.84,0.7182,0.5888,0.91527,0.77212,0.59951,0.68065,0.47977,1.03788,1.14679,1.1276,0.000243067,0.000243067,0.000243067
76,9439.68,0.72976,0.58555,0.91073,0.76922,0.63532,0.68989,0.48091,1.03798,1.04674,1.11893,0.000234068,0.000234068,0.000234068
77,9564.02,0.71711,0.58139,0.91246,0.75431,0.62837,0.6814,0.48011,1.04441,1.11035,1.11133,0.000225068,0.000225068,0.000225068
78,9687.77,0.69374,0.57226,0.9083,0.71705,0.61008,0.65087,0.46506,1.01442,1.20414,1.10711,0.000216069,0.000216069,0.000216069
79,9812.87,0.70986,0.57177,0.90659,0.74747,0.5953,0.64506,0.45753,1.03363,1.22995,1.12907,0.00020707,0.00020707,0.00020707
80,9936.53,0.69862,0.56702,0.9094,0.78744,0.5787,0.66867,0.4652,1.03088,1.14779,1.12529,0.000198071,0.000198071,0.000198071
81,10060.5,0.70165,0.56714,0.90661,0.80666,0.57223,0.67207,0.46787,1.04496,1.09179,1.12423,0.000189072,0.000189072,0.000189072
82,10184.6,0.69696,0.56482,0.90508,0.79761,0.58557,0.6821,0.47495,1.04194,1.13626,1.11917,0.000180073,0.000180073,0.000180073
83,10309.1,0.70009,0.56076,0.90382,0.71028,0.66282,0.69079,0.48403,1.03122,1.09674,1.12083,0.000171074,0.000171074,0.000171074
84,10434.4,0.68712,0.55221,0.90037,0.70485,0.64815,0.67968,0.47852,1.03374,1.13188,1.12984,0.000162075,0.000162075,0.000162075
85,10558.6,0.69684,0.55579,0.89994,0.78429,0.60294,0.67089,0.47765,1.0154,1.15457,1.12072,0.000153076,0.000153076,0.000153076
86,10682.7,0.67972,0.54527,0.89987,0.74764,0.61267,0.68053,0.48745,0.9976,1.1025,1.11612,0.000144077,0.000144077,0.000144077
87,10806.6,0.68759,0.5581,0.90264,0.77755,0.57008,0.67302,0.48412,1.00167,1.1628,1.10969,0.000135077,0.000135077,0.000135077
88,10930.8,0.68871,0.55153,0.90195,0.66281,0.65163,0.68047,0.48643,1.0067,1.10992,1.1095,0.000126078,0.000126078,0.000126078
89,11055.5,0.68958,0.54922,0.90081,0.76826,0.62969,0.70993,0.5063,0.99694,1.00186,1.09808,0.000117079,0.000117079,0.000117079
90,11179.6,0.66494,0.53882,0.90019,0.74897,0.65264,0.70949,0.50778,1.0034,0.9993,1.09243,0.00010808,0.00010808,0.00010808
91,11297.3,0.65578,0.55011,0.88953,0.80192,0.61603,0.69316,0.49441,1.022,1.0473,1.10081,9.9081e-05,9.9081e-05,9.9081e-05
92,11413.8,0.63121,0.51807,0.87681,0.72131,0.69124,0.70173,0.4999,1.02886,1.00888,1.10973,9.00819e-05,9.00819e-05,9.00819e-05
93,11530.6,0.62969,0.51206,0.87876,0.72531,0.65733,0.68353,0.48988,1.00301,1.03381,1.09509,8.10828e-05,8.10828e-05,8.10828e-05
94,11647.9,0.62632,0.50003,0.87587,0.70752,0.6463,0.66231,0.47541,1.02044,1.09721,1.10264,7.20837e-05,7.20837e-05,7.20837e-05
95,11764.7,0.61234,0.49437,0.87677,0.70283,0.66603,0.66555,0.47572,1.016,1.08857,1.10549,6.30846e-05,6.30846e-05,6.30846e-05
96,11880.9,0.611,0.48745,0.87068,0.73387,0.64522,0.67051,0.48738,1.00659,1.07701,1.09915,5.40855e-05,5.40855e-05,5.40855e-05
97,11998.2,0.61586,0.48791,0.86901,0.7634,0.62423,0.67522,0.48964,1.00519,1.08726,1.09355,4.50864e-05,4.50864e-05,4.50864e-05
98,12115,0.62235,0.49782,0.874,0.74763,0.62961,0.67679,0.49047,1.00577,1.05669,1.09782,3.60873e-05,3.60873e-05,3.60873e-05
99,12231.6,0.60536,0.48864,0.87224,0.75367,0.63306,0.68348,0.48954,1.00039,1.05937,1.09932,2.70882e-05,2.70882e-05,2.70882e-05
100,12348.5,0.6023,0.48225,0.87053,0.74658,0.63727,0.68051,0.4862,0.99857,1.07553,1.09626,1.80891e-05,1.80891e-05,1.80891e-05
