epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,93.8219,0.86115,0.77054,0.9676,0.67653,0.56806,0.61458,0.4147,1.18167,1.17045,1.1905,0.000639027,0.000639027,0.000639027
32,96.8561,0.86109,0.77208,0.97227,0.65013,0.60987,0.61324,0.40906,1.18947,1.17119,1.20075,0.000630028,0.000630028,0.000630028
33,99.8284,0.86349,0.77292,0.97125,0.65222,0.60916,0.63967,0.43426,1.16644,1.15629,1.20704,0.000621029,0.000621029,0.000621029
34,102.7,0.85019,0.75996,0.96318,0.76667,0.56217,0.64376,0.44524,1.08291,1.13828,1.16207,0.00061203,0.00061203,0.00061203
35,105.687,0.85368,0.75157,0.96532,0.75583,0.60433,0.63891,0.44388,1.08559,1.19602,1.14622,0.000603031,0.000603031,0.000603031
36,108.677,0.83119,0.72685,0.95052,0.70124,0.64625,0.66959,0.45986,1.08349,1.08703,1.14847,0.000594031,0.000594031,0.000594031
37,111.847,0.82508,0.72672,0.95477,0.69161,0.62351,0.66166,0.46477,1.07844,1.0729,1.16086,0.000585032,0.000585032,0.000585032
38,114.932,0.83107,0.72201,0.95558,0.65827,0.61366,0.62593,0.42755,1.08726,1.16147,1.16513,0.000576033,0.000576033,0.000576033
39,117.844,0.80835,0.71033,0.94979,0.74636,0.59048,0.64374,0.42867,1.13928,1.13779,1.19801,0.000567034,0.000567034,0.000567034
40,120.864,0.82442,0.71294,0.9564,0.74989,0.57149,0.64331,0.4388,1.11652,1.15008,1.18172,0.000558035,0.000558035,0.000558035
41,123.655,0.82715,0.72649,0.96198,0.68161,0.59358,0.64211,0.44848,1.12251,1.11445,1.17322,0.000549036,0.000549036,0.000549036
42,126.628,0.81336,0.72367,0.95873,0.63431,0.62965,0.61104,0.41883,1.10831,1.21613,1.18169,0.000540037,0.000540037,0.000540037
43,129.321,0.79811,0.69788,0.95193,0.70007,0.63995,0.66263,0.44891,1.13819,1.05464,1.19359,0.000531038,0.000531038,0.000531038
44,132.259,0.80384,0.69545,0.95086,0.69729,0.57543,0.62011,0.43094,1.1003,1.15736,1.17834,0.000522039,0.000522039,0.000522039
45,135.167,0.79865,0.69351,0.9458,0.71052,0.61691,0.6327,0.42101,1.10332,1.14962,1.17077,0.00051304,0.00051304,0.00051304
46,137.986,0.8023,0.6836,0.94607,0.62621,0.61001,0.62515,0.42506,1.12787,1.19204,1.18648,0.00050404,0.00050404,0.00050404
47,141.107,0.773,0.66746,0.9409,0.76933,0.56463,0.64524,0.43742,1.0713,1.15729,1.1598,0.000495041,0.000495041,0.000495041
48,144.16,0.78001,0.66465,0.93461,0.69949,0.60955,0.64458,0.43895,1.08612,1.11054,1.1834,0.000486042,0.000486042,0.000486042
49,147.245,0.77397,0.66335,0.94021,0.71979,0.62624,0.63739,0.44599,1.08541,1.13565,1.16163,0.000477043,0.000477043,0.000477043
50,150.295,0.7804,0.66337,0.94093,0.729,0.62103,0.66832,0.4579,1.07539,1.08605,1.15791,0.000468044,0.000468044,0.000468044
51,153.284,0.77549,0.66101,0.93396,0.72274,0.67743,0.69992,0.48051,1.06614,1.02344,1.16309,0.000459045,0.000459045,0.000459045
52,156.489,0.78636,0.65164,0.93476,0.78139,0.65316,0.70045,0.47688,1.05452,1.03391,1.163,0.000450046,0.000450046,0.000450046
53,159.387,0.78316,0.6526,0.93763,0.78875,0.6364,0.69355,0.48357,1.05564,1.01703,1.1592,0.000441047,0.000441047,0.000441047
54,162.434,0.7653,0.64658,0.93078,0.76477,0.66922,0.69329,0.48055,1.10384,1.08168,1.16985,0.000432048,0.000432048,0.000432048
55,164.929,0.76917,0.64722,0.93423,0.84477,0.59602,0.69041,0.49205,1.05893,1.0782,1.1703,0.000423049,0.000423049,0.000423049
56,167.664,0.77537,0.63958,0.93014,0.73451,0.62967,0.68088,0.47349,1.10192,1.09956,1.18195,0.000414049,0.000414049,0.000414049
57,170.479,0.77002,0.64942,0.93576,0.73922,0.5928,0.67513,0.46251,1.06529,1.12265,1.16492,0.00040505,0.00040505,0.00040505
58,173.445,0.7631,0.6345,0.93495,0.72869,0.6332,0.69221,0.47772,1.03021,1.07789,1.12595,0.000396051,0.000396051,0.000396051
59,176.33,0.74544,0.61346,0.92275,0.76216,0.62214,0.69303,0.4784,1.04632,1.04398,1.13361,0.000387052,0.000387052,0.000387052
60,179.443,0.75487,0.61651,0.92636,0.74819,0.6722,0.7045,0.49431,1.02228,1.00601,1.13418,0.000378053,0.000378053,0.000378053
61,182.306,0.74271,0.60819,0.92254,0.73187,0.68985,0.71063,0.49974,1.02598,0.9878,1.12695,0.000369054,0.000369054,0.000369054
62,185.288,0.74007,0.60268,0.91895,0.7626,0.62306,0.69861,0.47541,1.05851,1.0331,1.15006,0.000360055,0.000360055,0.000360055
63,188.201,0.73774,0.59772,0.91802,0.77843,0.61931,0.66755,0.46134,1.04977,1.07035,1.1318,0.000351056,0.000351056,0.000351056
64,190.995,0.7314,0.59881,0.91714,0.74167,0.65384,0.6788,0.46625,1.04014,1.04404,1.13378,0.000342057,0.000342057,0.000342057
65,193.703,0.73443,0.59366,0.9172,0.76549,0.66309,0.71302,0.49514,1.02231,1.00073,1.12108,0.000333058,0.000333058,0.000333058
66,196.61,0.73927,0.58705,0.91684,0.71737,0.68871,0.70111,0.48973,1.03015,1.00876,1.1407,0.000324058,0.000324058,0.000324058
67,199.603,0.71254,0.58054,0.91379,0.74469,0.67668,0.70303,0.48466,1.03358,1.03959,1.13581,0.000315059,0.000315059,0.000315059
68,202.677,0.70479,0.58241,0.9159,0.74161,0.66817,0.68065,0.48077,1.04229,1.03023,1.14894,0.00030606,0.00030606,0.00030606
69,205.553,0.71584,0.57824,0.91109,0.72051,0.63576,0.66195,0.47394,1.03367,1.07588,1.14372,0.000297061,0.000297061,0.000297061
70,208.441,0.72659,0.59606,0.92229,0.78608,0.61862,0.69188,0.47658,1.05676,1.06697,1.15047,0.000288062,0.000288062,0.000288062
71,211.453,0.71844,0.58208,0.91621,0.77245,0.62832,0.69282,0.47998,1.03712,1.04145,1.14175,0.000279063,0.000279063,0.000279063
72,214.184,0.71624,0.58097,0.91486,0.7753,0.64638,0.68152,0.46774,1.04584,1.05465,1.14925,0.000270064,0.000270064,0.000270064
73,217.128,0.71049,0.57161,0.91173,0.779,0.6413,0.68644,0.46916,1.05601,1.08256,1.15599,0.000261065,0.000261065,0.000261065
74,219.936,0.72583,0.58435,0.91134,0.79413,0.62531,0.68429,0.46944,1.04233,1.06681,1.15814,0.000252066,0.000252066,0.000252066
75,222.84,0.70008,0.5604,0.907,0.74254,0.64024,0.67244,0.46832,1.04763,1.1072,1.16613,0.000243067,0.000243067,0.000243067
76,225.762,0.69812,0.56137,0.90843,0.73772,0.64147,0.66604,0.45824,1.0654,1.0846,1.17257,0.000234068,0.000234068,0.000234068
77,228.4,0.69059,0.55039,0.90755,0.80951,0.61378,0.69058,0.47203,1.06928,1.0365,1.17034,0.000225068,0.000225068,0.000225068
78,231.33,0.7175,0.56571,0.91295,0.75664,0.62806,0.67531,0.45709,1.04602,1.10063,1.16424,0.000216069,0.000216069,0.000216069
79,234.492,0.69181,0.55571,0.90325,0.78944,0.61424,0.6854,0.47371,1.04537,1.09487,1.15395,0.00020707,0.00020707,0.00020707
80,236.861,0.68928,0.54398,0.9008,0.75011,0.66286,0.68848,0.47549,1.03653,1.01649,1.16224,0.000198071,0.000198071,0.000198071
81,239.764,0.70528,0.56744,0.90674,0.77954,0.62366,0.68859,0.47373,1.04389,1.01767,1.16117,0.000189072,0.000189072,0.000189072
82,242.613,0.69907,0.55483,0.90752,0.80704,0.63612,0.70001,0.48013,1.04549,1.03018,1.16422,0.000180073,0.000180073,0.000180073
83,245.317,0.69622,0.55146,0.90293,0.82652,0.61355,0.69074,0.47415,1.03996,1.05369,1.16066,0.000171074,0.000171074,0.000171074
84,248.268,0.68061,0.53684,0.89928,0.80313,0.64412,0.69389,0.48311,1.04494,1.06271,1.16844,0.000162075,0.000162075,0.000162075
85,251.437,0.68704,0.5407,0.90278,0.77115,0.64306,0.6946,0.48413,1.02924,1.02149,1.15386,0.000153076,0.000153076,0.000153076
86,254.339,0.67058,0.52524,0.89745,0.79119,0.63425,0.69572,0.48819,1.02733,1.02788,1.15578,0.000144077,0.000144077,0.000144077
87,257.323,0.6998,0.54741,0.90274,0.80605,0.639,0.70437,0.49204,1.02579,1.01535,1.15186,0.000135077,0.000135077,0.000135077
88,260.301,0.67453,0.53108,0.90115,0.82029,0.64629,0.70194,0.4892,1.03088,1.03317,1.15557,0.000126078,0.000126078,0.000126078
89,263.171,0.68998,0.54385,0.90335,0.84125,0.62555,0.70033,0.4891,1.01769,1.00745,1.15038,0.000117079,0.000117079,0.000117079
90,266.016,0.68807,0.53836,0.90081,0.80969,0.63292,0.69722,0.49204,1.01093,0.99104,1.14957,0.00010808,0.00010808,0.00010808
91,271.943,0.64819,0.51979,0.88927,0.78691,0.63617,0.69102,0.48736,1.03953,1.0336,1.16312,9.9081e-05,9.9081e-05,9.9081e-05
92,274.965,0.64178,0.50221,0.88337,0.79737,0.63094,0.71752,0.49525,1.04192,0.95843,1.17167,9.00819e-05,9.00819e-05,9.00819e-05
93,277.887,0.62951,0.48881,0.87959,0.80621,0.62264,0.70309,0.49521,1.03712,0.96761,1.17177,8.10828e-05,8.10828e-05,8.10828e-05
94,280.193,0.61118,0.47668,0.87551,0.82646,0.63463,0.70005,0.48863,1.02688,0.97519,1.15845,7.20837e-05,7.20837e-05,7.20837e-05
95,283.224,0.60174,0.47395,0.87497,0.81712,0.63131,0.69974,0.49189,1.02955,0.99068,1.16101,6.30846e-05,6.30846e-05,6.30846e-05
96,286.14,0.60503,0.47198,0.86957,0.8294,0.63254,0.69438,0.48914,1.02938,1.00234,1.16259,5.40855e-05,5.40855e-05,5.40855e-05
97,288.75,0.61164,0.47675,0.87287,0.81624,0.64324,0.70286,0.49422,1.0302,0.98719,1.16573,4.50864e-05,4.50864e-05,4.50864e-05
98,291.727,0.59883,0.46833,0.86988,0.81874,0.64806,0.70839,0.49473,1.03522,0.97415,1.16345,3.60873e-05,3.60873e-05,3.60873e-05
99,294.254,0.59815,0.46799,0.87069,0.82957,0.64472,0.70382,0.49621,1.03074,0.98578,1.16054,2.70882e-05,2.70882e-05,2.70882e-05
100,297.108,0.59896,0.46346,0.87193,0.82311,0.64657,0.70901,0.49441,1.02338,0.98053,1.15916,1.80891e-05,1.80891e-05,1.80891e-05
