epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,123.074,0.85947,0.79024,0.96739,0.61037,0.64968,0.6277,0.43318,1.11691,1.11622,1.1725,0.00061203,0.00061203,0.00061203
35,126.246,0.86933,0.79023,0.97175,0.67145,0.59128,0.62669,0.43836,1.08348,1.20468,1.14702,0.000603031,0.000603031,0.000603031
36,129.552,0.8479,0.76733,0.95763,0.73984,0.58548,0.66395,0.4571,1.083,1.09606,1.13997,0.000594031,0.000594031,0.000594031
37,132.906,0.83834,0.75488,0.95916,0.64534,0.54674,0.61037,0.4217,1.09124,1.25768,1.14536,0.000585032,0.000585032,0.000585032
38,136.215,0.8505,0.75555,0.96232,0.66293,0.67111,0.66486,0.45051,1.1047,1.10334,1.13949,0.000576033,0.000576033,0.000576033
39,139.598,0.82971,0.73279,0.95658,0.65086,0.6205,0.64912,0.43089,1.14368,1.16072,1.20206,0.000567034,0.000567034,0.000567034
40,142.863,0.83701,0.74082,0.95971,0.6964,0.57507,0.63193,0.42727,1.1186,1.2277,1.16393,0.000558035,0.000558035,0.000558035
41,146.014,0.8415,0.75264,0.96373,0.66908,0.54184,0.6363,0.43175,1.11907,1.22746,1.18124,0.000549036,0.000549036,0.000549036
42,149.278,0.81886,0.74744,0.96001,0.73141,0.56411,0.65583,0.45021,1.0947,1.12215,1.15715,0.000540037,0.000540037,0.000540037
43,152.659,0.808,0.72351,0.95627,0.733,0.62873,0.68391,0.46348,1.0794,1.05438,1.14715,0.000531038,0.000531038,0.000531038
44,155.997,0.81087,0.72345,0.9513,0.70862,0.62011,0.66755,0.45545,1.08739,1.15896,1.13892,0.000522039,0.000522039,0.000522039
45,159.227,0.82384,0.7236,0.95281,0.71376,0.62567,0.66453,0.45467,1.09575,1.0824,1.14331,0.00051304,0.00051304,0.00051304
46,162.58,0.81389,0.70821,0.94935,0.64338,0.64091,0.66736,0.45887,1.09808,1.10952,1.15055,0.00050404,0.00050404,0.00050404
47,165.861,0.78173,0.69128,0.94246,0.67148,0.64632,0.68467,0.46917,1.09718,1.07607,1.1556,0.000495041,0.000495041,0.000495041
48,169.301,0.7838,0.68446,0.93592,0.6824,0.65984,0.70178,0.4858,1.09812,1.03169,1.16647,0.000486042,0.000486042,0.000486042
49,172.567,0.77737,0.6824,0.94017,0.69288,0.59171,0.64615,0.45026,1.0808,1.16327,1.14362,0.000477043,0.000477043,0.000477043
50,175.84,0.78889,0.68788,0.94139,0.69967,0.66851,0.69033,0.47148,1.06944,1.01913,1.13965,0.000468044,0.000468044,0.000468044
51,179.106,0.78565,0.68332,0.93843,0.66992,0.65942,0.68802,0.4714,1.10311,1.01281,1.15965,0.000459045,0.000459045,0.000459045
52,182.313,0.79961,0.67201,0.93731,0.67497,0.68402,0.69326,0.46397,1.10444,1.06331,1.17045,0.000450046,0.000450046,0.000450046
53,185.601,0.78854,0.67286,0.93924,0.71826,0.59826,0.67061,0.4541,1.09743,1.08928,1.15804,0.000441047,0.000441047,0.000441047
54,188.941,0.77789,0.65821,0.93318,0.7114,0.67143,0.66024,0.45426,1.10122,1.08216,1.16528,0.000432048,0.000432048,0.000432048
55,192.284,0.77496,0.66566,0.93591,0.76696,0.58537,0.69816,0.47876,1.07661,1.02763,1.14717,0.000423049,0.000423049,0.000423049
56,195.635,0.78258,0.65415,0.93101,0.71564,0.6404,0.70723,0.48552,1.09238,1.01479,1.15342,0.000414049,0.000414049,0.000414049
57,199.006,0.7773,0.66526,0.93628,0.66527,0.62816,0.65772,0.43946,1.10279,1.15435,1.17691,0.00040505,0.00040505,0.00040505
58,202.367,0.76625,0.64689,0.93545,0.72901,0.62073,0.69985,0.47738,1.10117,1.05304,1.16001,0.000396051,0.000396051,0.000396051
59,205.73,0.74839,0.63092,0.92176,0.80937,0.60716,0.6977,0.46339,1.09971,1.06133,1.15898,0.000387052,0.000387052,0.000387052
60,209.07,0.75863,0.6374,0.92739,0.65949,0.6833,0.70271,0.47026,1.09598,1.07139,1.15992,0.000378053,0.000378053,0.000378053
61,212.388,0.74369,0.62504,0.92467,0.70669,0.65992,0.68656,0.46197,1.07638,1.09262,1.1601,0.000369054,0.000369054,0.000369054
62,215.467,0.7492,0.61804,0.92007,0.75639,0.63132,0.70051,0.47127,1.08439,1.11104,1.14938,0.000360055,0.000360055,0.000360055
63,218.7,0.74345,0.61087,0.92031,0.67426,0.70239,0.7228,0.48215,1.07663,1.06637,1.15963,0.000351056,0.000351056,0.000351056
64,222.139,0.73375,0.61517,0.91862,0.70099,0.66084,0.69427,0.47474,1.05379,1.06613,1.14386,0.000342057,0.000342057,0.000342057
65,225.379,0.73707,0.60235,0.91571,0.68348,0.68872,0.69114,0.47123,1.08238,1.04957,1.14696,0.000333058,0.000333058,0.000333058
66,228.883,0.74019,0.60371,0.91717,0.70668,0.66011,0.7108,0.4792,1.06132,1.02659,1.15781,0.000324058,0.000324058,0.000324058
67,232.192,0.72485,0.59833,0.91689,0.81203,0.59005,0.70073,0.47288,1.07715,1.07789,1.15509,0.000315059,0.000315059,0.000315059
68,235.448,0.72194,0.59852,0.92028,0.66272,0.66283,0.6879,0.47059,1.09589,1.07569,1.15574,0.00030606,0.00030606,0.00030606
69,238.759,0.72669,0.59585,0.91468,0.7403,0.61481,0.69319,0.47475,1.0701,1.01129,1.1392,0.000297061,0.000297061,0.000297061
70,241.94,0.73736,0.61451,0.92483,0.73483,0.68556,0.69844,0.48087,1.04391,1.01215,1.12734,0.000288062,0.000288062,0.000288062
71,245.273,0.72186,0.59351,0.91726,0.73337,0.65076,0.70129,0.47936,1.0798,1.05157,1.14312,0.000279063,0.000279063,0.000279063
72,248.538,0.72308,0.59168,0.91591,0.79006,0.58134,0.68715,0.46686,1.04477,1.08217,1.1297,0.000270064,0.000270064,0.000270064
73,251.766,0.70505,0.58439,0.90962,0.72525,0.6346,0.68261,0.4748,1.04035,1.06676,1.14076,0.000261065,0.000261065,0.000261065
74,255.144,0.73147,0.60125,0.91292,0.66547,0.6607,0.67064,0.47017,1.05346,1.08692,1.14869,0.000252066,0.000252066,0.000252066
75,258.558,0.7055,0.57531,0.90975,0.72117,0.63181,0.68221,0.47145,1.0512,1.05234,1.13268,0.000243067,0.000243067,0.000243067
76,261.788,0.70681,0.57617,0.90972,0.70693,0.65992,0.69789,0.49575,1.04486,1.05697,1.12636,0.000234068,0.000234068,0.000234068
77,264.968,0.69515,0.56306,0.90764,0.71934,0.63882,0.70185,0.49768,1.03293,1.00891,1.12421,0.000225068,0.000225068,0.000225068
78,268.207,0.72213,0.58093,0.91227,0.7464,0.62008,0.69395,0.48492,1.02867,1.04264,1.12412,0.000216069,0.000216069,0.000216069
79,271.313,0.69609,0.5676,0.90417,0.71945,0.65294,0.68383,0.47266,1.05,1.02811,1.14538,0.00020707,0.00020707,0.00020707
80,274.657,0.69237,0.55721,0.90158,0.78054,0.63085,0.70161,0.48435,1.04163,1.00306,1.13182,0.000198071,0.000198071,0.000198071
81,277.866,0.7056,0.57322,0.90659,0.70438,0.67766,0.69139,0.47698,1.04475,1.0263,1.13101,0.000189072,0.000189072,0.000189072
82,280.929,0.70434,0.56704,0.90896,0.74116,0.60683,0.671,0.47016,1.04122,1.06763,1.13285,0.000180073,0.000180073,0.000180073
83,284.156,0.705,0.56743,0.90592,0.71589,0.63336,0.68207,0.47361,1.04044,1.03955,1.12641,0.000171074,0.000171074,0.000171074
84,287.436,0.68633,0.54576,0.90019,0.69647,0.67749,0.69492,0.48639,1.046,1.00956,1.12902,0.000162075,0.000162075,0.000162075
85,290.672,0.69363,0.55442,0.90474,0.75544,0.64213,0.70677,0.4986,1.03396,0.99159,1.1234,0.000153076,0.000153076,0.000153076
86,293.986,0.67126,0.53429,0.89732,0.75704,0.64843,0.70591,0.50131,1.01815,1.00301,1.11588,0.000144077,0.000144077,0.000144077
87,297.228,0.70108,0.5579,0.90277,0.72606,0.66502,0.69837,0.49443,1.04233,0.99082,1.13051,0.000135077,0.000135077,0.000135077
88,300.67,0.67776,0.54006,0.90086,0.71641,0.65409,0.69945,0.49263,1.02617,1.00967,1.12568,0.000126078,0.000126078,0.000126078
89,303.943,0.68933,0.55637,0.90132,0.77251,0.62406,0.70382,0.49605,1.02326,0.99779,1.12288,0.000117079,0.000117079,0.000117079
90,307.376,0.69305,0.54964,0.9004,0.71091,0.69013,0.70115,0.49457,1.01231,0.99295,1.1142,0.00010808,0.00010808,0.00010808
91,314.1,0.64679,0.53825,0.88468,0.7572,0.61416,0.67942,0.47947,1.04452,1.08724,1.13164,9.9081e-05,9.9081e-05,9.9081e-05
92,317.099,0.63763,0.51652,0.87867,0.79969,0.58887,0.69913,0.49801,1.02042,0.96509,1.12188,9.00819e-05,9.00819e-05,9.00819e-05
93,320.149,0.62737,0.50139,0.87755,0.72033,0.67035,0.70943,0.50116,1.01538,0.96474,1.12421,8.10828e-05,8.10828e-05,8.10828e-05
94,323.137,0.61206,0.4946,0.87262,0.72287,0.66944,0.70973,0.49741,1.02654,0.97268,1.12641,7.20837e-05,7.20837e-05,7.20837e-05
95,326.095,0.60506,0.49213,0.87471,0.71983,0.66152,0.70635,0.50375,1.01648,0.96875,1.12101,6.30846e-05,6.30846e-05,6.30846e-05
96,329.301,0.60846,0.48488,0.86875,0.70003,0.67943,0.70203,0.49925,1.02817,0.98174,1.13201,5.40855e-05,5.40855e-05,5.40855e-05
97,332.542,0.6099,0.4914,0.87159,0.8387,0.59076,0.70916,0.49903,1.02221,0.95688,1.12373,4.50864e-05,4.50864e-05,4.50864e-05
98,335.78,0.5989,0.48382,0.8697,0.83159,0.59261,0.70763,0.49911,1.0227,0.95743,1.12621,3.60873e-05,3.60873e-05,3.60873e-05
99,339.122,0.59947,0.48156,0.87044,0.68983,0.69963,0.70742,0.49873,1.02012,0.95855,1.12435,2.70882e-05,2.70882e-05,2.70882e-05
100,342.346,0.59761,0.48173,0.87077,0.6983,0.68264,0.71367,0.50478,1.01657,0.95251,1.12552,1.80891e-05,1.80891e-05,1.80891e-05
