epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
20,96.155,0.98636,1.70241,0.99824,1.01487,0,0.67525,0.51474,0.58046,0.39437,0.68705,0.51812,0.57788,0.31573,1.25988,2.07234,1.23175,1.19506,0,0.000738017,0.000738017,0.000738017
21,100.23,0.98814,1.66491,0.98588,1.01574,0,0.67656,0.60334,0.62149,0.41058,0.70256,0.58185,0.61344,0.35679,1.19414,1.99997,1.18598,1.16985,0,0.000729018,0.000729018,0.000729018
22,104.29,0.94849,1.5968,0.9468,1.00329,0,0.68172,0.58262,0.61495,0.40114,0.64953,0.54699,0.59695,0.33423,1.19735,2.00614,1.27769,1.18946,0,0.000720019,0.000720019,0.000720019
23,108.325,0.95377,1.61063,0.91794,0.99718,0,0.64584,0.49827,0.56375,0.38322,0.62913,0.48769,0.52655,0.29843,1.2333,2.19337,1.28983,1.20724,0,0.00071102,0.00071102,0.00071102
24,112.461,0.95269,1.59768,0.9188,1.00328,0,0.64848,0.54664,0.59509,0.39035,0.64644,0.51706,0.57252,0.32094,1.21519,2.02017,1.20874,1.20581,0,0.000702021,0.000702021,0.000702021
25,116.563,0.91796,1.56128,0.88769,0.98915,0,0.63807,0.56265,0.60307,0.41267,0.70752,0.52587,0.58738,0.33761,1.20931,2.19859,1.26234,1.18777,0,0.000693022,0.000693022,0.000693022
26,120.634,0.91329,1.52729,0.88239,0.98791,0,0.66365,0.58621,0.61643,0.41604,0.66688,0.59146,0.60741,0.33682,1.19785,2.12468,1.22587,1.18578,0,0.000684022,0.000684022,0.000684022
27,124.806,0.93685,1.57508,0.88925,0.99175,0,0.71485,0.6333,0.66059,0.4418,0.80954,0.56961,0.66472,0.3803,1.19089,1.96917,1.14077,1.18819,0,0.000675023,0.000675023,0.000675023
28,129.052,0.93205,1.5595,0.86412,0.98596,0,0.59601,0.62339,0.61769,0.42432,0.60279,0.62765,0.61457,0.34403,1.14646,1.90665,1.19341,1.16905,0,0.000666024,0.000666024,0.000666024
29,133.162,0.92432,1.59278,0.87132,0.98785,0,0.64735,0.58266,0.63112,0.41803,0.6573,0.60199,0.61762,0.34944,1.16419,1.91218,1.18781,1.17452,0,0.000657025,0.000657025,0.000657025
30,137.076,0.90447,1.51104,0.83479,0.97636,0,0.66463,0.59751,0.63569,0.42927,0.6521,0.5876,0.63407,0.35765,1.13274,1.93643,1.17159,1.13028,0,0.000648026,0.000648026,0.000648026
31,141.223,0.88344,1.48671,0.81643,0.9679,0,0.73634,0.59614,0.67229,0.45044,0.73441,0.58465,0.65683,0.37755,1.15416,1.91538,1.147,1.16704,0,0.000639027,0.000639027,0.000639027
32,145.391,0.89632,1.49609,0.82877,0.97589,0,0.74287,0.5723,0.64448,0.43932,0.74673,0.55382,0.62303,0.35573,1.11546,1.95438,1.16187,1.1372,0,0.000630028,0.000630028,0.000630028
33,149.454,0.90325,1.52518,0.82923,0.97436,0,0.69662,0.55764,0.63237,0.42951,0.7171,0.54392,0.60073,0.34881,1.17714,2.01112,1.2487,1.17458,0,0.000621029,0.000621029,0.000621029
34,153.579,0.88057,1.48044,0.81182,0.96502,0,0.65079,0.57997,0.61744,0.4296,0.64502,0.57908,0.61156,0.35063,1.14705,1.99287,1.22471,1.1731,0,0.00061203,0.00061203,0.00061203
35,157.962,0.8817,1.45938,0.80611,0.97033,0,0.71275,0.60524,0.66036,0.44071,0.71108,0.60201,0.65836,0.36911,1.1748,1.98362,1.14586,1.20337,0,0.000603031,0.000603031,0.000603031
36,162.145,0.86685,1.44487,0.78616,0.95522,0,0.67528,0.6343,0.67429,0.45262,0.67438,0.63851,0.66129,0.37361,1.12629,1.91529,1.04951,1.15565,0,0.000594031,0.000594031,0.000594031
37,166.355,0.85254,1.42521,0.76639,0.95578,0,0.63588,0.61957,0.62907,0.43786,0.64722,0.59619,0.63041,0.34065,1.15403,2.10725,1.23272,1.17366,0,0.000585032,0.000585032,0.000585032
38,170.454,0.86408,1.44465,0.76405,0.95713,0,0.7657,0.59211,0.65652,0.44406,0.75792,0.58276,0.63087,0.3649,1.14826,1.89739,1.16052,1.1679,0,0.000576033,0.000576033,0.000576033
39,174.575,0.84033,1.38198,0.74803,0.95026,0,0.71958,0.64788,0.65976,0.44041,0.68751,0.64093,0.63923,0.36198,1.14791,1.88396,1.15546,1.1701,0,0.000567034,0.000567034,0.000567034
40,178.725,0.86223,1.40112,0.7598,0.95805,0,0.70233,0.63588,0.66279,0.44614,0.69809,0.62704,0.64868,0.35998,1.14908,1.90443,1.16491,1.1664,0,0.000558035,0.000558035,0.000558035
41,182.892,0.86531,1.4169,0.77119,0.96319,0,0.60606,0.65089,0.65101,0.43438,0.58513,0.62933,0.61766,0.35964,1.13493,1.89932,1.15905,1.16498,0,0.000549036,0.000549036,0.000549036
42,186.934,0.84834,1.37795,0.77179,0.96101,0,0.67984,0.57799,0.63399,0.42748,0.6655,0.5673,0.61341,0.36229,1.12612,1.91409,1.12994,1.19161,0,0.000540037,0.000540037,0.000540037
43,191.065,0.82519,1.35961,0.73736,0.95195,0,0.64806,0.61105,0.65819,0.45173,0.62748,0.61785,0.64492,0.38646,1.13844,1.86707,1.13908,1.15054,0,0.000531038,0.000531038,0.000531038
44,195.004,0.83483,1.3734,0.73753,0.95249,0,0.65916,0.54328,0.60024,0.40707,0.66065,0.50786,0.5771,0.33656,1.15248,1.9678,1.32572,1.17506,0,0.000522039,0.000522039,0.000522039
45,199.027,0.83012,1.37525,0.73717,0.94671,0,0.61425,0.6369,0.63149,0.42268,0.62153,0.61843,0.60747,0.36296,1.1463,1.90384,1.12897,1.16829,0,0.00051304,0.00051304,0.00051304
46,203.202,0.82973,1.39552,0.72594,0.94759,0,0.67039,0.63661,0.62862,0.43093,0.66426,0.62511,0.62372,0.35538,1.15269,1.894,1.14613,1.18058,0,0.00050404,0.00050404,0.00050404
47,207.206,0.81067,1.3242,0.71693,0.94476,0,0.77039,0.59978,0.65928,0.46901,0.76319,0.59367,0.64908,0.38887,1.09877,1.86922,1.08176,1.16785,0,0.000495041,0.000495041,0.000495041
48,211.426,0.80939,1.32948,0.70166,0.93577,0,0.72525,0.63697,0.67165,0.46759,0.70081,0.61401,0.63366,0.3695,1.10139,1.9278,1.09003,1.15326,0,0.000486042,0.000486042,0.000486042
49,215.42,0.79624,1.32061,0.69953,0.94082,0,0.6869,0.61885,0.65285,0.46728,0.67543,0.6013,0.63663,0.36775,1.08731,2.00681,1.13573,1.13685,0,0.000477043,0.000477043,0.000477043
50,219.436,0.80683,1.34636,0.71146,0.94169,0,0.71086,0.65506,0.70032,0.47166,0.6944,0.63739,0.66498,0.39829,1.11957,1.84707,1.03804,1.15511,0,0.000468044,0.000468044,0.000468044
51,223.562,0.8029,1.32609,0.70845,0.9365,0,0.68841,0.65614,0.68041,0.45011,0.6737,0.65146,0.64958,0.36379,1.13745,1.9368,1.10075,1.17386,0,0.000459045,0.000459045,0.000459045
52,227.979,0.81325,1.34178,0.69674,0.93783,0,0.72332,0.67127,0.70261,0.47516,0.71238,0.65429,0.67314,0.38992,1.12251,1.90675,1.06985,1.1688,0,0.000450046,0.000450046,0.000450046
53,231.996,0.81212,1.34496,0.70146,0.93811,0,0.6756,0.67827,0.67599,0.45201,0.65875,0.65976,0.64274,0.3672,1.12246,1.84077,1.10757,1.16547,0,0.000441047,0.000441047,0.000441047
54,236.174,0.79577,1.32132,0.69015,0.93607,0,0.74497,0.6141,0.67894,0.45454,0.74829,0.59931,0.65506,0.38225,1.12396,1.81146,1.11977,1.16229,0,0.000432048,0.000432048,0.000432048
55,240.323,0.79994,1.31842,0.69062,0.93642,0,0.76497,0.6297,0.6961,0.46939,0.75137,0.61866,0.67833,0.38725,1.13139,1.90173,1.08492,1.15225,0,0.000423049,0.000423049,0.000423049
56,244.405,0.80361,1.33019,0.69245,0.93314,0,0.63868,0.69302,0.68383,0.45865,0.62757,0.67209,0.65401,0.36053,1.11938,1.87288,1.09015,1.16013,0,0.000414049,0.000414049,0.000414049
57,248.443,0.80272,1.33748,0.69109,0.94207,0,0.74059,0.58548,0.62998,0.4317,0.69085,0.57008,0.60561,0.36142,1.13937,1.93583,1.19115,1.18749,0,0.00040505,0.00040505,0.00040505
58,252.548,0.78993,1.29341,0.66855,0.9343,0,0.6619,0.6557,0.65337,0.44453,0.64829,0.64138,0.63441,0.36832,1.11939,1.80323,1.1307,1.14922,0,0.000396051,0.000396051,0.000396051
59,256.622,0.77155,1.25903,0.65511,0.92229,0,0.73335,0.63787,0.67023,0.44916,0.7198,0.62916,0.65529,0.38052,1.10577,1.78947,1.07725,1.15991,0,0.000387052,0.000387052,0.000387052
60,260.841,0.78268,1.26514,0.65641,0.92912,0,0.71185,0.62334,0.65711,0.47016,0.76229,0.62248,0.66852,0.39083,1.0871,1.84675,1.04429,1.15237,0,0.000378053,0.000378053,0.000378053
61,264.742,0.76573,1.27404,0.65256,0.92292,0,0.70463,0.65958,0.68705,0.48173,0.6962,0.65325,0.67923,0.39694,1.08367,1.84806,1.04475,1.15763,0,0.000369054,0.000369054,0.000369054
62,268.935,0.76362,1.27253,0.64262,0.92131,0,0.74529,0.61687,0.67657,0.47905,0.73792,0.60416,0.66351,0.39844,1.07585,1.85699,1.0686,1.15689,0,0.000360055,0.000360055,0.000360055
63,272.827,0.76396,1.25736,0.63356,0.92152,0,0.75689,0.5618,0.66844,0.47199,0.69639,0.58703,0.65439,0.40331,1.06689,1.80625,1.08267,1.13608,0,0.000351056,0.000351056,0.000351056
64,276.933,0.75538,1.24836,0.63762,0.9199,0,0.72299,0.63924,0.68724,0.47946,0.7051,0.62207,0.65636,0.40708,1.06686,1.83872,1.03916,1.13812,0,0.000342057,0.000342057,0.000342057
65,281.301,0.76372,1.25464,0.63001,0.91789,0,0.74297,0.6291,0.69615,0.48829,0.72723,0.6129,0.67703,0.40746,1.11041,1.87932,1.0821,1.15091,0,0.000333058,0.000333058,0.000333058
66,285.353,0.76659,1.2481,0.62776,0.91918,0,0.76082,0.62798,0.69893,0.4884,0.73394,0.61171,0.66849,0.4022,1.07526,1.90441,1.04237,1.12803,0,0.000324058,0.000324058,0.000324058
67,289.429,0.7392,1.21772,0.62069,0.91804,0,0.71722,0.63636,0.68854,0.47635,0.70593,0.62501,0.6745,0.39393,1.06915,1.81221,1.05331,1.12393,0,0.000315059,0.000315059,0.000315059
68,293.597,0.73635,1.2212,0.62049,0.91826,0,0.77761,0.65377,0.70564,0.49129,0.75715,0.63377,0.68124,0.4025,1.06415,1.8095,1.04727,1.11982,0,0.00030606,0.00030606,0.00030606
69,297.762,0.74791,1.228,0.62351,0.91451,0,0.76356,0.62747,0.6926,0.49259,0.75526,0.62237,0.66736,0.3969,1.03282,1.88052,1.05271,1.10692,0,0.000297061,0.000297061,0.000297061
70,301.892,0.75795,1.26318,0.63474,0.92305,0,0.76742,0.63324,0.69272,0.4924,0.76465,0.6338,0.67798,0.41284,1.03226,1.79102,1.04404,1.09353,0,0.000288062,0.000288062,0.000288062
71,305.893,0.74518,1.22026,0.62152,0.91829,0,0.72329,0.66188,0.70836,0.50341,0.70793,0.64881,0.68862,0.42559,1.03385,1.75295,0.99038,1.09957,0,0.000279063,0.000279063,0.000279063
72,310.025,0.74139,1.20736,0.61855,0.91716,0,0.78342,0.58627,0.67779,0.46808,0.76398,0.56767,0.64824,0.3857,1.07994,1.84323,1.08513,1.14132,0,0.000270064,0.000270064,0.000270064
73,314.081,0.72924,1.17656,0.61042,0.91174,0,0.72217,0.61103,0.66291,0.47012,0.71764,0.59972,0.63801,0.37724,1.06215,1.88902,1.12313,1.13151,0,0.000261065,0.000261065,0.000261065
74,318.257,0.74758,1.22274,0.62375,0.91108,0,0.69185,0.63904,0.68315,0.48049,0.75876,0.58239,0.67272,0.39217,1.05191,1.83115,1.0206,1.12565,0,0.000252066,0.000252066,0.000252066
75,322.426,0.72952,1.17378,0.61071,0.91195,0,0.68584,0.64648,0.68237,0.47968,0.67527,0.63603,0.66456,0.39336,1.07146,1.82819,1.07652,1.12046,0,0.000243067,0.000243067,0.000243067
76,326.375,0.72864,1.18376,0.60398,0.91133,0,0.75306,0.6541,0.6871,0.48235,0.75261,0.64153,0.66523,0.40151,1.05591,1.83716,1.04361,1.13592,0,0.000234068,0.000234068,0.000234068
77,330.501,0.72108,1.16062,0.593,0.91093,0,0.73269,0.67016,0.69098,0.48146,0.75517,0.62422,0.66367,0.39372,1.04473,1.80319,1.03792,1.13352,0,0.000225068,0.000225068,0.000225068
78,334.575,0.74033,1.22749,0.60848,0.91297,0,0.73768,0.66569,0.68662,0.48625,0.72122,0.6402,0.66236,0.40061,1.07578,1.83749,1.06267,1.14748,0,0.000216069,0.000216069,0.000216069
79,338.691,0.72,1.16381,0.59534,0.90588,0,0.72153,0.65942,0.68127,0.48163,0.69761,0.64249,0.65766,0.39605,1.08096,1.84733,1.05638,1.14494,0,0.00020707,0.00020707,0.00020707
80,342.795,0.71105,1.1578,0.58036,0.90192,0,0.73133,0.63789,0.69151,0.48573,0.7209,0.63161,0.67996,0.39958,1.04456,1.81733,1.02148,1.11973,0,0.000198071,0.000198071,0.000198071
81,346.861,0.72752,1.18689,0.59894,0.90816,0,0.77559,0.65485,0.6961,0.48694,0.75552,0.62359,0.67301,0.40317,1.03951,1.83772,1.05991,1.11946,0,0.000189072,0.000189072,0.000189072
82,351.067,0.7309,1.1892,0.59423,0.91209,0,0.70064,0.67263,0.68386,0.48067,0.74981,0.65021,0.68215,0.40791,1.0476,1.85788,1.05375,1.12625,0,0.000180073,0.000180073,0.000180073
83,355.149,0.72915,1.18973,0.59359,0.90756,0,0.66876,0.70503,0.69105,0.48519,0.64826,0.68478,0.66868,0.40131,1.0634,1.85086,1.04941,1.14094,0,0.000171074,0.000171074,0.000171074
84,359.22,0.7054,1.16428,0.57268,0.90111,0,0.75059,0.66665,0.6897,0.48505,0.71518,0.64532,0.65891,0.39982,1.03796,1.86336,1.06366,1.12497,0,0.000162075,0.000162075,0.000162075
85,363.332,0.71718,1.17239,0.58156,0.90578,0,0.76922,0.63139,0.70442,0.48251,0.7423,0.62579,0.6623,0.40291,1.04979,1.84828,1.02752,1.13105,0,0.000153076,0.000153076,0.000153076
86,367.539,0.69437,1.13527,0.56251,0.89918,0,0.79787,0.64249,0.71502,0.49638,0.76579,0.61105,0.6756,0.41454,1.02918,1.82272,0.98379,1.1227,0,0.000144077,0.000144077,0.000144077
87,371.622,0.72726,1.1884,0.5853,0.90627,0,0.7238,0.6493,0.70053,0.48889,0.77741,0.58131,0.6677,0.39758,1.05773,1.82977,1.01237,1.13939,0,0.000135077,0.000135077,0.000135077
88,375.684,0.6995,1.12895,0.56627,0.90123,0,0.76106,0.64403,0.69265,0.47984,0.72724,0.61511,0.66136,0.4024,1.06258,1.79527,1.04947,1.13929,0,0.000126078,0.000126078,0.000126078
89,379.703,0.70972,1.14271,0.5841,0.90212,0,0.75356,0.67396,0.70455,0.48365,0.74323,0.62652,0.66618,0.40456,1.0504,1.82604,1.04527,1.14178,0,0.000117079,0.000117079,0.000117079
90,383.874,0.71245,1.17031,0.5747,0.90296,0,0.80116,0.66405,0.70477,0.49315,0.76366,0.62838,0.66634,0.40719,1.05055,1.83065,1.03138,1.13302,0,0.00010808,0.00010808,0.00010808
91,392.021,0.6554,1.04246,0.55186,0.88398,0,0.77213,0.67092,0.68773,0.48251,0.7553,0.65551,0.65578,0.40144,1.05201,1.83955,1.07023,1.13174,0,9.9081e-05,9.9081e-05,9.9081e-05
92,396.073,0.65747,1.03461,0.53899,0.87962,0,0.78948,0.66855,0.70943,0.495,0.77895,0.6527,0.68932,0.40968,1.0674,1.81876,1.00603,1.13982,0,9.00819e-05,9.00819e-05,9.00819e-05
93,399.955,0.64966,1.03168,0.52612,0.88051,0,0.77712,0.65269,0.71163,0.50219,0.7704,0.64715,0.70232,0.4153,1.04554,1.79851,0.97833,1.13072,0,8.10828e-05,8.10828e-05,8.10828e-05
94,403.898,0.62954,0.9984,0.51036,0.87593,0,0.72179,0.69243,0.71173,0.49778,0.74761,0.64967,0.69273,0.41226,1.05066,1.81308,0.98966,1.13088,0,7.20837e-05,7.20837e-05,7.20837e-05
95,407.864,0.62028,0.98283,0.50886,0.87593,0,0.76586,0.66157,0.70454,0.49093,0.72678,0.65287,0.68046,0.40547,1.05072,1.81933,1.01258,1.13305,0,6.30846e-05,6.30846e-05,6.30846e-05
96,411.769,0.62661,1.00347,0.50778,0.87077,0,0.76481,0.6344,0.69211,0.4859,0.73262,0.64419,0.6747,0.40314,1.0385,1.8339,1.02453,1.13212,0,5.40855e-05,5.40855e-05,5.40855e-05
97,415.682,0.63403,1.0119,0.51259,0.87635,0,0.72958,0.67354,0.70576,0.48977,0.72789,0.66936,0.68516,0.41026,1.04833,1.84006,1.00372,1.137,0,4.50864e-05,4.50864e-05,4.50864e-05
98,419.501,0.61529,0.98297,0.50157,0.87061,0,0.76965,0.6346,0.69737,0.48731,0.71409,0.66753,0.68179,0.41203,1.04117,1.81302,1.00702,1.13377,0,3.60873e-05,3.60873e-05,3.60873e-05
99,423.42,0.61688,0.98618,0.50006,0.87076,0,0.77546,0.63497,0.69815,0.48805,0.77292,0.62252,0.67896,0.41368,1.03202,1.80532,1.00284,1.12544,0,2.70882e-05,2.70882e-05,2.70882e-05
100,427.36,0.61949,0.99118,0.50411,0.87327,0,0.7647,0.65182,0.69609,0.49243,0.73968,0.65519,0.67882,0.41365,1.03101,1.81911,1.0051,1.12644,0,1.80891e-05,1.80891e-05,1.80891e-05
